raw_text,normalized_text,intent,drug_entities
ينفع اخد كونجستال مع اموكسيسيلين؟,هل يمكن أتناول Congestal مع Amoxicillin؟,interaction,Congestal|Amoxicillin
هل كتافلام خطر لمرضى الضغط؟,هل Cataflam خطر لمرضى الضغط؟,contraindication,Cataflam
هل اموكسيسيلين خطر على الكلى؟,هل Amoxicillin خطر على الكلى؟,contraindication,Amoxicillin
ايه اعراض اموكسيسيلين الجانبية؟,ما هي اعراض Amoxicillin الجانبية؟,side_effects,Amoxicillin
اخد كونجستال كام مرة في اليوم؟,أتناول Congestal ما مرة في اليوم؟,dosage,Congestal
طريقة استخدام بنادول ايه؟,طريقة استخدام Panadol ما هي؟,dosage,Panadol
هل بروفين مناسب لمرضى السكر؟,هل Brufen مناسب لمرضى السكر؟,contraindication,Brufen
هل بروفين يسبب صداع؟,هل Brufen يسبب صداع؟,side_effects,Brufen
بعد ما اخدت كتافلام حسيت بتعب,بعد ما أتناولت Cataflam حسيت بتعب,side_effects,Cataflam
هل كونجستال يسبب صداع؟,هل Congestal يسبب صداع؟,side_effects,Congestal
هل الجمع بين كتافلام و فلاجيل خطر؟,هل الجمع بين Cataflam و Flagyl خطر؟,interaction,Cataflam|Flagyl
في تفاعل بين كتافلام و اسبرين؟,في تفاعل بين Cataflam و Aspirin؟,interaction,Cataflam|Aspirin
هل باراسيتامول مناسب لمرضى السكر؟,هل Paracetamol مناسب لمرضى السكر؟,contraindication,Paracetamol
في تفاعل بين كونجستال و اموكسيسيلين؟,في تفاعل بين Congestal و Amoxicillin؟,interaction,Congestal|Amoxicillin
اخد كونجستال كام مرة في اليوم؟,أتناول Congestal ما مرة في اليوم؟,dosage,Congestal
هل باراسيتامول خطر على الكلى؟,هل Paracetamol خطر على الكلى؟,contraindication,Paracetamol
جرعة كتافلام للاطفال كام؟,جرعة Cataflam للاطفال ما؟,dosage,Cataflam
هل اموكسيسيلين يتاخد مع زيرتك؟,هل Amoxicillin يتم تناوله مع Zyrtec؟,interaction,Amoxicillin|Zyrtec
ينفع اخد جرعة من اوجمنتين؟,هل يمكن أتناول جرعة من Augmentin؟,dosage,Augmentin
طريقة استخدام باراسيتامول ايه؟,طريقة استخدام Paracetamol ما هي؟,dosage,Paracetamol
مين ممنوع ياخد اموكسيسيلين؟,مين ممنوع يأتناول Amoxicillin؟,contraindication,Amoxicillin
ينفع الحامل تاخد اسبرين؟,هل يمكن الحامل تأتناول Aspirin؟,contraindication,Aspirin
هل اسبرين مناسب لمرضى السكر؟,هل Aspirin مناسب لمرضى السكر؟,contraindication,Aspirin
في تفاعل بين بروفين و كتافلام؟,في تفاعل بين Brufen و Cataflam؟,interaction,Brufen|Cataflam
هل الجمع بين كتافلام و فلاجيل خطر؟,هل الجمع بين Cataflam و Flagyl خطر؟,interaction,Cataflam|Flagyl
جرعة كونجستال للاطفال كام؟,جرعة Congestal للاطفال ما؟,dosage,Congestal
ايه اعراض اسبرين الجانبية؟,ما هي اعراض Aspirin الجانبية؟,side_effects,Aspirin
فلاجيل ممكن يسبب دوخة؟,Flagyl ممكن يسبب دوخة؟,side_effects,Flagyl
ينفع الحامل تاخد بنادول؟,هل يمكن الحامل تأتناول Panadol؟,contraindication,Panadol
ايه اعراض كتافلام الجانبية؟,ما هي اعراض Cataflam الجانبية؟,side_effects,Cataflam
جرعة زيرتك للاطفال كام؟,جرعة Zyrtec للاطفال ما؟,dosage,Zyrtec
مين ممنوع ياخد كتافلام؟,مين ممنوع يأتناول Cataflam؟,contraindication,Cataflam
هل اوجمنتين مناسب لمرضى السكر؟,هل Augmentin مناسب لمرضى السكر؟,contraindication,Augmentin
اموكسيسيلين بيعمل نعاس؟,Amoxicillin يسبب نعاس؟,side_effects,Amoxicillin
جرعة بنادول للاطفال كام؟,جرعة Panadol للاطفال ما؟,dosage,Panadol
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
هل اموكسيسيلين يتاخد مع كتافلام؟,هل Amoxicillin يتم تناوله مع Cataflam؟,interaction,Amoxicillin|Cataflam
ينفع الحامل تاخد كونجستال؟,هل يمكن الحامل تأتناول Congestal؟,contraindication,Congestal
ينفع اخد جرعة من اوجمنتين؟,هل يمكن أتناول جرعة من Augmentin؟,dosage,Augmentin
ينفع الحامل تاخد بنادول؟,هل يمكن الحامل تأتناول Panadol؟,contraindication,Panadol
هل الجمع بين باراسيتامول و اسبرين خطر؟,هل الجمع بين Paracetamol و Aspirin خطر؟,interaction,Paracetamol|Aspirin
الجرعة كام ل بروفين؟,الجرعة ما ل Brufen؟,dosage,Brufen
هل كتافلام يسبب صداع؟,هل Cataflam يسبب صداع؟,side_effects,Cataflam
هل كتافلام يسبب صداع؟,هل Cataflam يسبب صداع؟,side_effects,Cataflam
هل الجمع بين بروفين و باراسيتامول خطر؟,هل الجمع بين Brufen و Paracetamol خطر؟,interaction,Brufen|Paracetamol
هل بنادول خطر على الكلى؟,هل Panadol خطر على الكلى؟,contraindication,Panadol
الجرعة كام ل باراسيتامول؟,الجرعة ما ل Paracetamol؟,dosage,Paracetamol
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
في تفاعل بين فلاجيل و بنادول؟,في تفاعل بين Flagyl و Panadol؟,interaction,Flagyl|Panadol
اموكسيسيلين بيعمل نعاس؟,Amoxicillin يسبب نعاس؟,side_effects,Amoxicillin
بعد ما اخدت اوجمنتين حسيت بتعب,بعد ما أتناولت Augmentin حسيت بتعب,side_effects,Augmentin
بروفين ممكن يسبب دوخة؟,Brufen ممكن يسبب دوخة؟,side_effects,Brufen
هل اموكسيسيلين خطر على الكلى؟,هل Amoxicillin خطر على الكلى؟,contraindication,Amoxicillin
ينفع الحامل تاخد باراسيتامول؟,هل يمكن الحامل تأتناول Paracetamol؟,contraindication,Paracetamol
هل اموكسيسيلين مناسب لمرضى السكر؟,هل Amoxicillin مناسب لمرضى السكر؟,contraindication,Amoxicillin
الجرعة كام ل زيرتك؟,الجرعة ما ل Zyrtec؟,dosage,Zyrtec
ينفع الحامل تاخد اموكسيسيلين؟,هل يمكن الحامل تأتناول Amoxicillin؟,contraindication,Amoxicillin
هل الجمع بين كتافلام و بروفين خطر؟,هل الجمع بين Cataflam و Brufen خطر؟,interaction,Cataflam|Brufen
هل اسبرين يتاخد مع باراسيتامول؟,هل Aspirin يتم تناوله مع Paracetamol؟,interaction,Aspirin|Paracetamol
بعد ما اخدت كتافلام حسيت بتعب,بعد ما أتناولت Cataflam حسيت بتعب,side_effects,Cataflam
ينفع اخد بنادول مع اسبرين؟,هل يمكن أتناول Panadol مع Aspirin؟,interaction,Panadol|Aspirin
هل الجمع بين بروفين و كونجستال خطر؟,هل الجمع بين Brufen و Congestal خطر؟,interaction,Brufen|Congestal
اخد اموكسيسيلين كام مرة في اليوم؟,أتناول Amoxicillin ما مرة في اليوم؟,dosage,Amoxicillin
هل زيرتك مناسب لمرضى السكر؟,هل Zyrtec مناسب لمرضى السكر؟,contraindication,Zyrtec
كتافلام ممكن يسبب دوخة؟,Cataflam ممكن يسبب دوخة؟,side_effects,Cataflam
في تفاعل بين كونجستال و بنادول؟,في تفاعل بين Congestal و Panadol؟,interaction,Congestal|Panadol
ينفع اخد جرعة من اوجمنتين؟,هل يمكن أتناول جرعة من Augmentin؟,dosage,Augmentin
طريقة استخدام بنادول ايه؟,طريقة استخدام Panadol ما هي؟,dosage,Panadol
ينفع اخد فلاجيل مع بروفين؟,هل يمكن أتناول Flagyl مع Brufen؟,interaction,Flagyl|Brufen
بنادول ممكن يسبب دوخة؟,Panadol ممكن يسبب دوخة؟,side_effects,Panadol
طريقة استخدام اسبرين ايه؟,طريقة استخدام Aspirin ما هي؟,dosage,Aspirin
الجرعة كام ل اوجمنتين؟,الجرعة ما ل Augmentin؟,dosage,Augmentin
اخد بنادول كام مرة في اليوم؟,أتناول Panadol ما مرة في اليوم؟,dosage,Panadol
هل كتافلام خطر على الكلى؟,هل Cataflam خطر على الكلى؟,contraindication,Cataflam
بعد ما اخدت كونجستال حسيت بتعب,بعد ما أتناولت Congestal حسيت بتعب,side_effects,Congestal
هل اوجمنتين خطر على الكلى؟,هل Augmentin خطر على الكلى؟,contraindication,Augmentin
مين ممنوع ياخد زيرتك؟,مين ممنوع يأتناول Zyrtec؟,contraindication,Zyrtec
اموكسيسيلين بيعمل نعاس؟,Amoxicillin يسبب نعاس؟,side_effects,Amoxicillin
ينفع الحامل تاخد اسبرين؟,هل يمكن الحامل تأتناول Aspirin؟,contraindication,Aspirin
اخد اسبرين كام مرة في اليوم؟,أتناول Aspirin ما مرة في اليوم؟,dosage,Aspirin
ينفع اخد بروفين مع اموكسيسيلين؟,هل يمكن أتناول Brufen مع Amoxicillin؟,interaction,Brufen|Amoxicillin
اقدر اخد فلاجيل و زيرتك مع بعض؟,اقدر أتناول Flagyl و Zyrtec مع بعض؟,interaction,Flagyl|Zyrtec
الجرعة كام ل اموكسيسيلين؟,الجرعة ما ل Amoxicillin؟,dosage,Amoxicillin
بروفين بيعمل نعاس؟,Brufen يسبب نعاس؟,side_effects,Brufen
ايه اعراض اسبرين الجانبية؟,ما هي اعراض Aspirin الجانبية؟,side_effects,Aspirin
في تفاعل بين كونجستال و بنادول؟,في تفاعل بين Congestal و Panadol؟,interaction,Congestal|Panadol
هل بروفين خطر لمرضى الضغط؟,هل Brufen خطر لمرضى الضغط؟,contraindication,Brufen
ينفع اخد جرعة من باراسيتامول؟,هل يمكن أتناول جرعة من Paracetamol؟,dosage,Paracetamol
هل زيرتك خطر على الكلى؟,هل Zyrtec خطر على الكلى؟,contraindication,Zyrtec
بعد ما اخدت بنادول حسيت بتعب,بعد ما أتناولت Panadol حسيت بتعب,side_effects,Panadol
هل اسبرين خطر لمرضى الضغط؟,هل Aspirin خطر لمرضى الضغط؟,contraindication,Aspirin
اقدر اخد فلاجيل و اسبرين مع بعض؟,اقدر أتناول Flagyl و Aspirin مع بعض؟,interaction,Flagyl|Aspirin
هل الجمع بين باراسيتامول و اموكسيسيلين خطر؟,هل الجمع بين Paracetamol و Amoxicillin خطر؟,interaction,Paracetamol|Amoxicillin
الجرعة كام ل بروفين؟,الجرعة ما ل Brufen؟,dosage,Brufen
هل الجمع بين زيرتك و اوجمنتين خطر؟,هل الجمع بين Zyrtec و Augmentin خطر؟,interaction,Zyrtec|Augmentin
ايه اعراض اسبرين الجانبية؟,ما هي اعراض Aspirin الجانبية؟,side_effects,Aspirin
هل باراسيتامول يسبب صداع؟,هل Paracetamol يسبب صداع؟,side_effects,Paracetamol
في تفاعل بين زيرتك و اوجمنتين؟,في تفاعل بين Zyrtec و Augmentin؟,interaction,Zyrtec|Augmentin
هل بنادول يسبب صداع؟,هل Panadol يسبب صداع؟,side_effects,Panadol
الجرعة كام ل اسبرين؟,الجرعة ما ل Aspirin؟,dosage,Aspirin
في تفاعل بين اوجمنتين و زيرتك؟,في تفاعل بين Augmentin و Zyrtec؟,interaction,Augmentin|Zyrtec
هل اموكسيسيلين يتاخد مع كونجستال؟,هل Amoxicillin يتم تناوله مع Congestal؟,interaction,Amoxicillin|Congestal
ينفع اخد جرعة من بروفين؟,هل يمكن أتناول جرعة من Brufen؟,dosage,Brufen
ينفع الحامل تاخد اموكسيسيلين؟,هل يمكن الحامل تأتناول Amoxicillin؟,contraindication,Amoxicillin
مين ممنوع ياخد كتافلام؟,مين ممنوع يأتناول Cataflam؟,contraindication,Cataflam
ينفع اخد باراسيتامول مع كونجستال؟,هل يمكن أتناول Paracetamol مع Congestal؟,interaction,Paracetamol|Congestal
زيرتك ممكن يسبب دوخة؟,Zyrtec ممكن يسبب دوخة؟,side_effects,Zyrtec
بعد ما اخدت كتافلام حسيت بتعب,بعد ما أتناولت Cataflam حسيت بتعب,side_effects,Cataflam
ينفع اخد فلاجيل مع زيرتك؟,هل يمكن أتناول Flagyl مع Zyrtec؟,interaction,Flagyl|Zyrtec
اموكسيسيلين ممكن يسبب دوخة؟,Amoxicillin ممكن يسبب دوخة؟,side_effects,Amoxicillin
بروفين ممكن يسبب دوخة؟,Brufen ممكن يسبب دوخة؟,side_effects,Brufen
هل كتافلام خطر لمرضى الضغط؟,هل Cataflam خطر لمرضى الضغط؟,contraindication,Cataflam
هل الجمع بين اموكسيسيلين و فلاجيل خطر؟,هل الجمع بين Amoxicillin و Flagyl خطر؟,interaction,Amoxicillin|Flagyl
هل زيرتك خطر لمرضى الضغط؟,هل Zyrtec خطر لمرضى الضغط؟,contraindication,Zyrtec
مين ممنوع ياخد زيرتك؟,مين ممنوع يأتناول Zyrtec؟,contraindication,Zyrtec
اوجمنتين ممكن يسبب دوخة؟,Augmentin ممكن يسبب دوخة؟,side_effects,Augmentin
ينفع اخد اموكسيسيلين مع بروفين؟,هل يمكن أتناول Amoxicillin مع Brufen؟,interaction,Amoxicillin|Brufen
هل فلاجيل يسبب صداع؟,هل Flagyl يسبب صداع؟,side_effects,Flagyl
