raw_text,normalized_text,intent,drug_entities
هل باراسيتامول بيتاخد كل كام ساعة؟ لو سمحت,هل Paracetamol بيتم تناوله كل ما ساعة؟ لو سمحت,dosage,Paracetamol
هل اخد Augmentin الصبح ولا بالليل؟ من فضلك,هل أتناول Augmentin الصبح ولا بالليل؟ من فضلك,dosage,Augmentin
هل فلاجيل يوجع المعدة؟ عشان تعبان,هل Flagyl يوجع المعدة؟ عشان تعبان,side_effects,Flagyl
انا باخد باراسيتامول ينفع اضيف عليه Cataflam؟ لو تكرمت,انا أتناول Paracetamol هل يمكن اضيف عليه Cataflam؟ لو تكرمت,interaction,Paracetamol|Cataflam
هل Zyrtec بيأثر على النوم؟ عشان تعبان,هل Zyrtec بيأثر على النوم؟ عشان تعبان,side_effects,Zyrtec
هل استخدام Flagyl مع اسبرين آمن؟ ضروري,هل استخدام Flagyl مع Aspirin آمن؟ ضروري,interaction,Flagyl|Aspirin
هل بروفين يوجع المعدة؟ عشان تعبان,هل Brufen يوجع المعدة؟ عشان تعبان,side_effects,Brufen
زيرتك بيعمل نعاس؟ ممكن تساعدني,Zyrtec يسبب نعاس؟ ممكن تساعدني,side_effects,Zyrtec
ينفع اكرر Panadol كل كام ساعة؟ ضروري جدًا,هل يمكن اكرر Panadol كل ما ساعة؟ ضروري جدًا,dosage,Panadol
بعد ما اخدت Augmentin حسيت بدوخة بجد,بعد ما تناولت Augmentin حسيت بدوخة بجد,side_effects,Augmentin
ايه اعراض Congestal الجانبية؟ ضروري جدًا,ما هي اعراض Congestal الجانبية؟ ضروري جدًا,side_effects,Congestal
كم قرص من الاسبرين في اليوم؟ عايز رد سريع,كم قرص من الAspirin في اليوم؟ عايز رد سريع,dosage,Aspirin
لو خدت Aspirin وبعده بنادوول يحصل مشكلة؟ عايز رد سريع,لو خدت Aspirin وبعده Panadol يحصل مشكلة؟ عايز رد سريع,interaction,Aspirin|Panadol
هل Congestal يتاخد مع علاج تاني زي Amoxicillin؟ محتاج أعرف,هل Congestal يتم تناوله مع علاج تاني زي Amoxicillin؟ محتاج أعرف,interaction,Congestal|Amoxicillin
هل البروفين بيأثر على النوم؟ لو سمحت,هل الBrufen بيأثر على النوم؟ لو سمحت,side_effects,Brufen
هل Panadol ممكن يسبب حساسية في الجلد؟ ضروري جدًا,هل Panadol ممكن يسبب حساسية في الجلد؟ ضروري جدًا,side_effects,Panadol
هل Flagyl يوجع المعدة؟ ممكن تساعدني,هل Flagyl يوجع المعدة؟ ممكن تساعدني,side_effects,Flagyl
هل Flagyl يضر الكبد؟ عشان تعبان,هل Flagyl يضر الكبد؟ عشان تعبان,contraindication,Flagyl
لو عندي قرحة ينفع اخد كونجستول؟ ممكن تساعدني,لو عندي قرحة هل يمكن أتناول Congestal؟ ممكن تساعدني,contraindication,Congestal
لو عندي فشل كلوي ينفع البروفين؟ عشان تعبان,لو عندي فشل كلوي هل يمكن الBrufen؟ عشان تعبان,contraindication,Brufen
ممكن اعرف جرعة Brufen لو تكرمت,ممكن اعرف جرعة Brufen لو تكرمت,dosage,Brufen
هل Aspirin بيزود ضربات القلب؟ من فضلك,هل Aspirin بيزود ضربات القلب؟ من فضلك,side_effects,Aspirin
هل Paracetamol يتاخد مع علاج تاني زي فلاجيل؟ بعد إذنك,هل Paracetamol يتم تناوله مع علاج تاني زي Flagyl؟ بعد إذنك,interaction,Paracetamol|Flagyl
هل Congestal له أعراض جانبية خطيرة؟ يا دكتور,هل Congestal له أعراض جانبية خطيرة؟ يا دكتور,side_effects,Congestal
هل Paracetamol يوجع المعدة؟ لو سمحت,هل Paracetamol يوجع المعدة؟ لو سمحت,side_effects,Paracetamol
ينفع اخد اوجمنتين قبل الاكل ولا بعده؟ ضروري,هل يمكن أتناول Augmentin قبل الاكل ولا بعده؟ ضروري,dosage,Augmentin
لو عندي قرحة ينفع اخد Brufen؟ بجد,لو عندي قرحة هل يمكن أتناول Brufen؟ بجد,contraindication,Brufen
هل باراسيتامول يسبب حساسية؟,هل Paracetamol يسبب حساسية؟,side_effects,Paracetamol
هل في تعارض بين اموكسيسيلين و Congestal؟ لو تكرمت,هل في تعارض بين Amoxicillin و Congestal؟ لو تكرمت,interaction,Amoxicillin|Congestal
هل Flagyl يسبب حساسية؟ ضروري جدًا,هل Flagyl يسبب حساسية؟ ضروري جدًا,side_effects,Flagyl
لو عندي فشل كلوي ينفع البروفين؟ من فضلك,لو عندي فشل كلوي هل يمكن الBrufen؟ من فضلك,contraindication,Brufen
عايز اعرف طريقة استخدام باراسيتامول محتاج أعرف,عايز اعرف طريقة استخدام Paracetamol محتاج أعرف,dosage,Paracetamol
اخدت اموكسيسيلين وحاسس بتعب أنا قلقان,تناولت Amoxicillin وحاسس بتعب أنا قلقان,side_effects,Amoxicillin
هل اخد بنادوول الصبح ولا بالليل؟ لو تكرمت,هل أتناول Panadol الصبح ولا بالليل؟ لو تكرمت,dosage,Panadol
هل في تعارض بين Flagyl و اموكسيسيلين؟ محتاج أعرف,هل في تعارض بين Flagyl و Amoxicillin؟ محتاج أعرف,interaction,Flagyl|Amoxicillin
هل Amoxicillin آمن للرضاعة؟ يا دكتور,هل Amoxicillin آمن للرضاعة؟ يا دكتور,contraindication,Amoxicillin
هل Brufen يسبب دوخة؟ ضروري,هل Brufen يسبب دوخة؟ ضروري,side_effects,Brufen
هل اموكسيسيلين ينفع لمريض سكر وضغط؟ بعد إذنك,هل Amoxicillin هل يمكن لمريض سكر وضغط؟ بعد إذنك,contraindication,Amoxicillin
هل الجمع بين باراسيتامول و فلاجيل خطر؟ عايز رد سريع,هل الجمع بين Paracetamol و Flagyl خطر؟ عايز رد سريع,interaction,Paracetamol|Flagyl
هل بنادوول ممكن يسبب حساسية في الجلد؟ ممكن تساعدني,هل Panadol ممكن يسبب حساسية في الجلد؟ ممكن تساعدني,side_effects,Panadol
هل مرضى الضغط يقدروا ياخدوا Paracetamol؟ عشان تعبان,هل مرضى الضغط يقدروا يأتناولوا Paracetamol؟ عشان تعبان,contraindication,Paracetamol
هل اموكسيسيلين بيزود ضربات القلب؟ ضروري,هل Amoxicillin بيزود ضربات القلب؟ ضروري,side_effects,Amoxicillin
هل مرضى الضغط يقدروا ياخدوا بروفين؟ بعد إذنك,هل مرضى الضغط يقدروا يأتناولوا Brufen؟ بعد إذنك,contraindication,Brufen
ممكن تقوللي جرعة Flagyl الصح؟ محتاج أعرف,ممكن تقوللي جرعة Flagyl الصح؟ محتاج أعرف,dosage,Flagyl
هل Congestal مناسب لمرضى السكر؟ ضروري جدًا,هل Congestal مناسب لمرضى السكر؟ ضروري جدًا,contraindication,Congestal
لو عندي برد اخد جرعة البروفين قد ايه؟ أنا قلقان,لو عندي برد أتناول جرعة الBrufen قد ما هي؟ أنا قلقان,dosage,Brufen
لو الجرعة راحت عليا من Cataflam اعمل ايه؟ رد بسرعة,لو الجرعة راحت عليا من Cataflam اعمل ما هي؟ رد بسرعة,dosage,Cataflam
عندي مشاكل كبد ينفع اخد كونجستال؟ لو تكرمت,عندي مشاكل كبد هل يمكن أتناول Congestal؟ لو تكرمت,contraindication,Congestal
هل Amoxicillin مناسب للأطفال؟ أنا قلقان,هل Amoxicillin مناسب للأطفال؟ أنا قلقان,contraindication,Amoxicillin
هل Zyrtec ممنوع مع الرضاعة؟ محتاج أعرف,هل Zyrtec ممنوع مع الرضاعة؟ محتاج أعرف,contraindication,Zyrtec
هل اخد البروفين الصبح ولا بالليل؟ لو سمحت,هل أتناول الBrufen الصبح ولا بالليل؟ لو سمحت,dosage,Brufen
ممكن اخد فلاجيل مع زيرتك في نفس اليوم؟ أنا قلقان,ممكن أتناول Flagyl مع Zyrtec في نفس اليوم؟ أنا قلقان,interaction,Flagyl|Zyrtec
بعد ما اخدت Flagyl حسيت بدوخة لو تكرمت,بعد ما تناولت Flagyl حسيت بدوخة لو تكرمت,side_effects,Flagyl
عندي مشاكل كبد ينفع اخد Zyrtec؟ بجد,عندي مشاكل كبد هل يمكن أتناول Zyrtec؟ بجد,contraindication,Zyrtec
هل اقدر اخلط Panadol مع Cataflam؟ رد بسرعة,هل اقدر اخلط Panadol مع Cataflam؟ رد بسرعة,interaction,Panadol|Cataflam
ازاي استخدم اوجمنتين,ازاي استخدم Augmentin,dosage,Augmentin
انا اخدت بنادوول وحاسس بخمول محتاج أعرف,انا تناولت Panadol وحاسس بخمول محتاج أعرف,side_effects,Panadol
لو عندي فشل كلوي ينفع كتافلام؟ أنا قلقان,لو عندي فشل كلوي هل يمكن Cataflam؟ أنا قلقان,contraindication,Cataflam
هل مرضى الضغط يقدروا ياخدوا بروفين؟ لو سمحت,هل مرضى الضغط يقدروا يأتناولوا Brufen؟ لو سمحت,contraindication,Brufen
لو نسيت جرعة كونجستول اعمل ايه؟ عايز رد سريع,لو نسيت جرعة Congestal اعمل ما هي؟ عايز رد سريع,dosage,Congestal
انا باخد Cataflam ينفع اضيف عليه Zyrtec؟ رد بسرعة,انا أتناول Cataflam هل يمكن اضيف عليه Zyrtec؟ رد بسرعة,interaction,Cataflam|Zyrtec
اخدت Zyrtec وطلعلي طفح جلدي ممكن تساعدني,تناولت Zyrtec وطلعلي طفح جلدي ممكن تساعدني,side_effects,Zyrtec
هل طبيعي اموكسيسيلين يعمل نعاس؟ عايز رد سريع,هل طبيعي Amoxicillin يعمل نعاس؟ عايز رد سريع,side_effects,Amoxicillin
هل Congestal ينفع لمريض سكر وضغط؟ ممكن تساعدني,هل Congestal هل يمكن لمريض سكر وضغط؟ ممكن تساعدني,contraindication,Congestal
عندي مشاكل كبد ينفع اخد Amoxicillin؟ محتاج أعرف,عندي مشاكل كبد هل يمكن أتناول Amoxicillin؟ محتاج أعرف,contraindication,Amoxicillin
هل فلاجيل يسبب دوخة؟ ممكن تساعدني,هل Flagyl يسبب دوخة؟ ممكن تساعدني,side_effects,Flagyl
هل في مشكلة لو اخدت Brufen و فلاجيل مع بعض؟ بجد,هل في مشكلة لو تناولت Brufen و Flagyl مع بعض؟ بجد,interaction,Brufen|Flagyl
هل اوجمنتين مناسب للأطفال؟ بجد,هل Augmentin مناسب للأطفال؟ بجد,contraindication,Augmentin
Paracetamol بيعمل نعاس؟ رد بسرعة,Paracetamol يسبب نعاس؟ رد بسرعة,side_effects,Paracetamol
لو عندي فشل كلوي ينفع Zyrtec؟ لو تكرمت,لو عندي فشل كلوي هل يمكن Zyrtec؟ لو تكرمت,contraindication,Zyrtec
هل Zyrtec بيتاخد كل كام ساعة؟,هل Zyrtec بيتم تناوله كل ما ساعة؟,dosage,Zyrtec
ايه اعراض Augmentin الجانبية؟ ضروري,ما هي اعراض Augmentin الجانبية؟ ضروري,side_effects,Augmentin
هل الجمع بين البروفين و زيرتك يسبب مشكلة؟ لو سمحت,هل الجمع بين الBrufen و Zyrtec يسبب مشكلة؟ لو سمحت,interaction,Brufen|Zyrtec
هل Cataflam يسبب صداع؟ ممكن تساعدني,هل Cataflam يسبب صداع؟ ممكن تساعدني,side_effects,Cataflam
اخدت الاسبرين ينفع بعدها اموكسيسيلين؟ ضروري,تناولت الAspirin هل يمكن بعدها Amoxicillin؟ ضروري,interaction,Aspirin|Amoxicillin
هل Augmentin يتعارض مع كونجستول؟ محتاج أعرف,هل Augmentin يتعارض مع Congestal؟ محتاج أعرف,interaction,Augmentin|Congestal
ينفع اخد فلاجيل قبل الاكل ولا بعده؟ ضروري جدًا,هل يمكن أتناول Flagyl قبل الاكل ولا بعده؟ ضروري جدًا,dosage,Flagyl
لو الجرعة راحت عليا من اسبرين اعمل ايه؟,لو الجرعة راحت عليا من Aspirin اعمل ما هي؟,dosage,Aspirin
ينفع اكرر Zyrtec كل كام ساعة؟ رد بسرعة,هل يمكن اكرر Zyrtec كل ما ساعة؟ رد بسرعة,dosage,Zyrtec
هل كونجستول يقلل مفعول Brufen؟ بعد إذنك,هل Congestal يقلل مفعول Brufen؟ بعد إذنك,interaction,Congestal|Brufen
بعد ما اخدت فلاجيل حسيت بدوخة محتاج أعرف,بعد ما تناولت Flagyl حسيت بدوخة محتاج أعرف,side_effects,Flagyl
هل كونجستال مناسب لمرضى السكر؟ محتاج أعرف,هل Congestal مناسب لمرضى السكر؟ محتاج أعرف,contraindication,Congestal
هل اقدر اخلط اسبرين مع Panadol؟ ضروري جدًا,هل اقدر اخلط Aspirin مع Panadol؟ ضروري جدًا,interaction,Aspirin|Panadol
اسبرين بيعمل نعاس؟ رد بسرعة,Aspirin يسبب نعاس؟ رد بسرعة,side_effects,Aspirin
ايه اعراض كونجستول الجانبية؟ أنا قلقان,ما هي اعراض Congestal الجانبية؟ أنا قلقان,side_effects,Congestal
هل في تعارض بين Congestal و الاسبرين؟,هل في تعارض بين Congestal و الAspirin؟,interaction,Congestal|Aspirin
